id,neighbourhood_cleansed,latitude,longitude,calculated_host_listings_count,price,property_type,room_type,availability_365,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,instant_bookable,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,reviews_per_month,Standardization_Category,Standardization_Score,Neighborhood_Category,Neighborhood_Impact
2871271,Élysée,48.87933,2.31491,1,,2,3,96,4,1.0,1,1,4,1.0,1.0,3,1,299,4.62,4.49,4.84,4.82,2.2,,,,
2785692,Élysée,48.88045,2.31161,1,,1,2,176,0,1.0,0,1,1,1.0,1.0,3,0,15,4.8,4.87,4.93,5.0,0.2,,,,
2892435,Élysée,48.87046,2.31129,2,,2,3,299,4,1.0,1,1,2,1.0,1.0,2,0,527,4.85,4.79,4.87,4.97,3.82,,,,
3015969,Élysée,48.873,2.30406,1,,1,2,0,0,1.0,0,1,2,1.0,1.0,1,0,0,4.82,4.81,4.93,4.97,0.0,,,,
3126320,Élysée,48.87983,2.31621,1,,2,3,53,0,1.0,0,1,5,3.0,1.0,5,0,20,4.9,4.75,5.0,5.0,0.15,,,,
3199889,Élysée,48.8741,2.30664,2,,2,3,0,0,1.0,0,0,5,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
3139351,Élysée,48.8706,2.30615,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
22158,Élysée,48.87039,2.32273,1,,1,2,76,3,1.0,1,1,2,1.0,1.0,2,0,120,4.94,4.87,4.98,4.97,0.77,,,,
48592,Élysée,48.87341,2.30778,102,,2,3,300,2,0.53,0,1,5,1.0,1.0,3,1,43,4.35,4.21,4.33,4.86,0.29,,,,
55239,Élysée,48.8726,2.31477,2,,2,3,336,3,1.0,0,1,4,1.0,1.0,1,0,22,5.0,4.95,4.95,5.0,0.14,,,,
171159,Élysée,48.87573,2.32662,1,,2,3,325,4,1.0,0,1,2,1.0,1.0,3,1,506,4.31,4.18,4.83,4.65,2.95,,,,
348747,Élysée,48.883,2.3263,1,,2,3,120,4,1.0,1,1,4,3.0,1.0,2,1,218,4.88,4.84,4.92,4.87,1.55,,,,
243040,Élysée,48.87114,2.32606,2,,2,3,0,0,1.0,0,1,2,1.0,1.0,365,0,52,4.45,4.41,4.51,4.9,0.31,,,,
108591,Élysée,48.8742,2.297,2,,2,3,286,4,1.0,1,1,5,2.0,1.0,30,0,34,5.0,4.94,5.0,4.97,0.29,,,,
270067,Élysée,48.87241,2.31465,1,,2,3,192,4,1.0,1,1,8,3.0,1.0,3,0,53,4.98,5.0,4.98,4.96,0.35,,,,
536347,Élysée,48.8702,2.32368,1,,2,3,331,3,1.0,1,0,2,1.0,1.0,30,0,40,4.72,4.59,4.95,4.95,0.25,,,,
763958,Élysée,48.87588,2.32375,1,,1,2,204,4,1.0,0,1,2,1.0,1.0,2,0,208,4.84,4.94,4.9,4.92,1.37,,,,
893684,Élysée,48.87355,2.31135,1,,2,3,11,2,1.0,1,1,2,1.0,1.0,3,0,147,4.96,4.98,4.98,4.9,0.97,,,,
845652,Élysée,48.87458,2.32298,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,365,0,3,5.0,4.33,5.0,4.67,0.02,,,,
782257,Élysée,48.87326,2.30673,2,,2,3,0,0,1.0,0,1,2,1.0,1.0,7,0,58,4.43,4.53,4.63,4.78,0.42,,,,
1005600,Élysée,48.87467,2.31912,1,,2,3,127,1,0.0,0,1,3,1.0,1.0,1,0,175,4.78,4.9,4.88,4.88,1.18,,,,
886735,Élysée,48.87436,2.30786,1,,2,3,88,0,1.0,0,1,4,1.0,1.0,365,0,18,4.28,4.33,4.61,4.89,0.12,,,,
1036684,Élysée,48.86954,2.30992,1,,2,3,0,0,1.0,0,1,4,1.0,1.0,2,0,24,4.5,4.26,4.79,4.92,0.18,,,,
1057854,Élysée,48.87268,2.32287,1,,2,3,55,1,0.0,0,1,5,3.0,1.0,3,0,67,4.67,4.64,4.79,4.86,0.48,,,,
1218817,Élysée,48.88122,2.32534,1,,2,3,0,0,1.0,0,1,4,2.0,1.0,5,0,1,5.0,5.0,5.0,5.0,0.02,,,,
1137844,Élysée,48.87223,2.3125,1,,2,3,362,0,1.0,0,1,1,1.0,1.0,3,0,0,4.82,4.81,4.93,4.97,0.0,,,,
1301263,Élysée,48.87291,2.32183,1,,2,3,0,0,1.0,0,1,4,2.0,1.0,3,0,5,5.0,4.8,5.0,5.0,0.04,,,,
1192253,Élysée,48.88141,2.32404,1,,2,3,285,0,1.0,0,1,2,1.0,1.0,30,0,12,4.75,4.92,4.75,4.92,0.08,,,,
1329018,Élysée,48.87468,2.3061,3,,1,2,199,4,1.0,1,1,1,1.0,1.0,2,0,277,4.88,4.75,4.97,4.97,1.91,,,,
1336131,Élysée,48.87815,2.31613,1,,2,3,76,0,1.0,0,1,4,2.0,1.0,4,1,14,4.36,4.14,4.64,4.93,0.16,,,,
1353338,Élysée,48.88251,2.32664,1,,2,3,358,0,1.0,0,1,4,2.0,1.0,365,0,3,4.33,4.0,5.0,4.67,0.03,,,,
1359986,Élysée,48.87286,2.31624,2,,2,3,345,4,1.0,1,1,2,1.0,1.0,4,0,79,4.88,4.79,4.96,4.94,0.54,,,,
1363359,Élysée,48.8738,2.29991,1,,2,3,0,0,1.0,0,1,6,2.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
1550642,Élysée,48.86727,2.30873,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,34,4.34,4.0,4.78,4.91,0.23,,,,
1670507,Élysée,48.86441265893959,2.316204610620112,1,,0,3,325,3,1.0,1,0,2,1.0,1.0,2,0,18,4.83,4.72,5.0,5.0,1.14,,,,
1448260,Élysée,48.88122647195682,2.318588289927572,1,,2,3,315,2,1.0,0,1,2,1.0,1.0,2,0,8,4.88,5.0,5.0,4.75,0.5,,,,
1785028,Élysée,48.86759948730469,2.302125930786133,1,,2,3,334,3,1.0,1,1,2,1.0,1.0,4,0,142,4.65,4.81,4.75,4.92,0.98,,,,
1983291,Élysée,48.88172,2.3238,1,,2,3,0,0,1.0,0,1,4,1.0,1.0,3,0,37,4.7,4.53,4.94,4.83,0.28,,,,
2050473,Élysée,48.87603,2.29678,1,,2,3,365,2,0.5,0,1,2,1.0,1.0,365,0,2,4.5,5.0,5.0,5.0,0.01,,,,
1892591,Élysée,48.87253,2.32271,1,,2,3,239,4,1.0,0,1,5,2.0,1.0,3,0,18,4.83,4.83,4.89,5.0,0.13,,,,
2162251,Élysée,48.87284,2.31504,5,,2,3,340,4,1.0,1,1,4,1.0,1.0,3,1,234,4.82,4.73,4.93,4.91,1.87,,,,
2488505,Élysée,48.86994,2.31712,8,,1,2,344,4,0.99,1,1,2,1.0,1.0,7,0,109,4.66,4.65,4.95,4.91,0.78,,,,
2384250,Élysée,48.86728,2.30474,2,,2,3,364,3,0.8,0,1,6,2.0,1.0,4,1,11,4.91,4.82,5.0,4.64,0.08,,,,
2527936,Élysée,48.87758,2.30122,1,,2,3,241,3,0.67,0,1,2,1.0,1.0,30,0,17,4.53,4.35,4.71,5.0,0.12,,,,
2615923,Élysée,48.87741,2.30975,1,,2,3,360,4,1.0,0,1,6,2.0,1.0,3,0,231,4.72,4.79,4.81,4.88,1.66,,,,
2415284,Élysée,48.88152,2.32262,1,,2,3,351,3,0.67,0,1,6,3.0,1.0,4,0,59,4.83,4.74,4.86,4.86,0.43,,,,
2579897,Élysée,48.87732,2.32673,2,,2,3,365,1,0.0,0,1,3,2.0,1.0,365,0,33,4.52,4.31,4.84,4.78,0.24,,,,
2678065,Élysée,48.8712,2.30294,1,,2,3,80,4,1.0,1,1,2,1.0,1.0,3,1,166,4.73,4.72,4.77,4.91,1.21,,,,
3269034,Élysée,48.87276,2.30678,1,,2,3,37,1,0.0,0,1,4,2.0,1.0,2,0,58,4.66,4.9,4.91,4.89,0.5,,,,
3292824,Élysée,48.86945,2.3246,1,,2,3,0,0,1.0,0,1,4,1.0,1.0,365,0,3,4.33,4.67,5.0,5.0,0.03,,,,
3369673,Élysée,48.87638,2.29739,1,,2,3,160,0,1.0,1,1,2,1.0,1.0,4,0,80,4.96,4.94,5.0,5.0,0.61,,,,
3385662,Élysée,48.87336,2.31537,2,,1,2,339,4,1.0,1,1,1,1.0,1.0,3,0,62,5.0,5.0,5.0,5.0,0.46,,,,
3467111,Élysée,48.8821,2.32255,1,,2,3,0,0,1.0,0,1,4,2.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
3483434,Élysée,48.8815,2.32633,1,,1,2,0,0,1.0,0,1,1,1.0,1.0,10,1,3,4.33,5.0,5.0,5.0,0.02,,,,
3421149,Élysée,48.88055,2.32667,1,,2,3,21,4,1.0,1,1,8,3.0,1.0,2,0,87,4.87,4.68,4.8,4.91,0.76,,,,
3492606,Élysée,48.87129,2.32306,1,,2,3,23,2,1.0,1,1,5,2.0,1.0,5,0,116,4.97,4.96,4.91,4.96,0.87,,,,
3493067,Élysée,48.8826,2.32629,1,,1,2,0,0,1.0,0,0,2,1.0,1.0,1,0,0,4.82,4.81,4.93,4.97,0.0,,,,
3597324,Élysée,48.87283,2.32635,1,,1,2,166,4,1.0,1,1,2,1.0,1.0,2,0,458,4.94,4.91,4.97,4.98,3.97,,,,
3626136,Élysée,48.87948789075725,2.3178024911543464,1,,2,3,177,4,1.0,0,1,4,2.0,1.0,4,0,35,5.0,4.94,4.97,4.97,1.38,,,,
3661319,Élysée,48.87592,2.32294,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,365,0,5,5.0,5.0,4.8,5.0,0.04,,,,
3838884,Élysée,48.8746498167612,2.303931951522813,2,,2,3,280,3,1.0,1,1,10,4.0,1.0,2,0,24,4.63,4.58,4.88,5.0,0.18,,,,
3891859,Élysée,48.88088,2.31765,1,,1,2,361,4,1.0,0,1,1,1.0,1.0,3,1,372,4.83,4.86,4.9,4.94,2.81,,,,
4008153,Élysée,48.8738,2.31638,1,,2,3,5,0,1.0,1,1,8,4.0,1.0,4,0,199,4.94,4.94,4.99,4.95,1.5,,,,
4028720,Élysée,48.87778305850565,2.302638450246904,1,,2,3,270,3,1.0,1,1,2,1.0,1.0,4,0,123,4.92,4.98,4.93,4.98,0.92,,,,
4195472,Élysée,48.8798,2.31998,1,,2,3,0,0,1.0,0,0,2,6.0,1.0,2,0,53,4.74,4.83,4.79,4.88,0.42,,,,
4327237,Élysée,48.88009,2.31599,1,,2,3,207,4,1.0,1,1,2,1.0,1.0,5,1,114,4.78,4.85,4.87,4.88,0.86,,,,
4073301,Élysée,48.87156,2.30878,1,,2,3,0,0,1.0,0,1,4,3.0,1.0,5,0,12,4.83,4.75,5.0,5.0,0.09,,,,
4421966,Élysée,48.86487,2.3208,1,,0,3,216,3,1.0,0,1,5,2.0,1.0,2,0,248,4.67,4.49,4.85,4.89,1.88,,,,
4155299,Élysée,48.88038,2.32591,1,,2,3,226,0,1.0,0,1,4,1.0,1.0,3,0,65,4.89,4.82,5.0,4.92,0.55,,,,
4555353,Élysée,48.881,2.32383,1,,2,3,0,0,1.0,0,0,4,2.0,1.0,365,0,10,4.7,4.4,4.8,4.89,0.08,,,,
4674903,Élysée,48.87315,2.31438,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
4574708,Élysée,48.87886,2.32666,1,,1,2,133,4,1.0,1,1,2,1.0,1.0,5,0,272,4.77,4.83,4.94,4.86,2.08,,,,
4696099,Élysée,48.87403,2.30195,1,,2,3,0,0,1.0,0,1,5,3.0,1.0,365,0,2,5.0,5.0,5.0,5.0,0.02,,,,
4697300,Élysée,48.88012,2.31974,1,,2,3,364,1,0.0,0,1,6,5.0,1.0,365,0,3,5.0,5.0,5.0,4.67,0.03,,,,
4602936,Élysée,48.87065,2.31583,1,,2,3,99,0,1.0,0,1,4,1.0,1.0,3,0,59,4.85,4.73,4.97,4.92,1.32,,,,
4770319,Élysée,48.87553,2.31497,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,1,19,4.37,4.16,4.95,4.84,0.16,,,,
4656901,Élysée,48.87278,2.31142,1,,2,3,0,0,1.0,0,0,4,2.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
4806693,Élysée,48.87426,2.30715,2,,2,3,0,0,1.0,0,0,5,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
4947623,Élysée,48.88074009703472,2.3267354183780955,1,,2,3,16,4,1.0,0,1,6,3.0,1.0,3,0,11,4.91,4.91,5.0,4.73,1.26,,,,
5266569,Élysée,48.87105,2.31188,1,,2,3,362,3,0.8,1,1,4,2.0,1.0,30,0,148,4.88,4.87,4.96,4.93,1.16,,,,
5416267,Élysée,48.87243,2.32299,1,,2,3,0,0,1.0,0,1,5,3.0,1.0,365,0,1,5.0,5.0,5.0,5.0,0.01,,,,
5506550,Élysée,48.87216,2.29658,1,,2,3,199,3,0.9,0,1,2,1.0,1.0,6,0,86,4.9,4.88,4.98,4.96,0.67,,,,
5743007,Élysée,48.8699951171875,2.3084380626678467,1,,2,3,196,2,0.6,0,1,2,1.0,1.0,80,0,17,4.82,4.59,4.88,4.82,0.13,,,,
5745576,Élysée,48.882217610654486,2.323659420013424,1,,2,3,10,0,1.0,0,1,6,3.0,1.0,6,0,16,4.75,4.53,5.0,4.81,0.13,,,,
5853836,Élysée,48.87983,2.31391,68,,2,3,0,4,0.99,0,1,2,1.0,1.0,30,0,88,4.47,4.38,4.74,4.9,0.69,,,,
6136342,Élysée,48.87575,2.32019,1,,2,3,358,0,1.0,0,1,3,2.0,1.0,365,0,11,4.82,5.0,5.0,4.91,0.09,,,,
5987705,Élysée,48.87717,2.30182,5,,2,3,346,4,1.0,1,1,2,1.0,1.0,3,1,103,4.92,4.86,4.93,4.97,0.82,,,,
6197994,Élysée,48.87515,2.30672,1,,2,3,0,0,1.0,0,1,5,2.0,1.0,365,0,12,4.92,5.0,5.0,5.0,0.1,,,,
6211581,Élysée,48.87487,2.31485,1,,2,3,247,4,1.0,1,1,3,1.0,1.0,4,0,135,4.73,4.7,4.93,4.92,1.08,,,,
6260716,Élysée,48.87373,2.32665,1,,1,2,0,0,1.0,0,1,2,1.0,1.0,2,0,0,4.82,4.81,4.93,4.97,0.0,,,,
6307603,Élysée,48.87508,2.30903,1,,2,3,227,2,0.9,1,1,2,1.0,1.0,14,0,41,4.98,4.88,4.92,4.95,0.33,,,,
6454645,Élysée,48.87972,2.31715,1,,2,3,0,0,1.0,0,1,5,3.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
6608686,Élysée,48.88182,2.32474,3,,2,3,2,3,1.0,1,1,1,1.0,1.0,3,0,25,4.52,4.48,4.84,4.88,0.2,,,,
6631831,Élysée,48.87884,2.31952,1,,2,3,0,0,1.0,0,1,3,2.0,1.0,5,0,16,4.94,5.0,5.0,4.94,0.13,,,,
6725364,Élysée,48.87255328187113,2.3204939636017774,1,,2,3,2,4,1.0,0,1,3,2.0,1.0,7,0,48,4.83,4.67,4.94,4.91,0.39,,,,
6736599,Élysée,48.88161,2.3247,1,,2,3,0,0,1.0,0,1,5,2.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
6764772,Élysée,48.88165,2.31954,1,,2,3,0,0,1.0,0,1,4,1.0,1.0,2,0,30,4.93,4.8,5.0,4.97,0.31,,,,
6746746,Élysée,48.8734,2.31664,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,1,5.0,5.0,5.0,5.0,0.01,,,,
6668409,Élysée,48.8703,2.30954,12,,2,3,0,0,1.0,0,0,3,1.0,1.0,5,0,32,4.47,4.44,4.66,4.94,0.26,,,,
6675025,Élysée,48.87159,2.30785,12,,2,3,0,0,1.0,0,0,4,2.0,1.0,7,0,95,4.53,4.58,4.74,4.85,0.77,,,,
6919917,Élysée,48.87648,2.30686,1,,2,3,0,0,1.0,0,1,1,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
6921651,Élysée,48.87049,2.31828,5,,2,3,214,4,1.0,1,1,5,2.0,1.0,2,0,752,4.86,4.89,4.97,4.91,6.08,,,,
6826858,Élysée,48.87958,2.3148,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
6967533,Élysée,48.88021,2.31593,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,365,1,10,4.0,3.5,4.6,4.7,0.08,,,,
6990972,Élysée,48.87931,2.31965,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,1,0,11,4.91,4.45,5.0,4.73,0.1,,,,
7001191,Élysée,48.87759,2.30089,1,,2,3,363,0,1.0,0,1,6,2.0,1.0,365,0,11,4.18,4.0,4.36,4.36,0.09,,,,
7048241,Élysée,48.88251,2.32466,1,,2,3,0,0,1.0,0,0,4,2.0,1.0,365,0,1,4.0,4.0,5.0,5.0,0.01,,,,
7067193,Élysée,48.87428,2.30867,1,,2,3,0,0,1.0,0,1,3,1.0,1.0,365,0,1,5.0,5.0,5.0,5.0,0.01,,,,
7126716,Élysée,48.87315,2.30666,1,,2,3,0,0,1.0,0,1,4,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
7155575,Élysée,48.87664,2.31753,1,,2,3,358,0,1.0,0,1,4,2.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
7161589,Élysée,48.86763,2.324,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
7272144,Élysée,48.87829,2.31211,1,,2,3,0,3,1.0,0,1,7,3.0,1.0,6,0,18,5.0,4.61,5.0,4.89,0.15,,,,
7296933,Élysée,48.87724,2.31433,1,,2,3,254,0,1.0,1,1,4,2.0,1.0,2,0,119,4.97,4.97,4.98,4.92,1.24,,,,
7299888,Élysée,48.87024,2.32236,68,,2,3,331,4,0.99,0,1,2,1.0,1.0,30,1,28,4.61,4.36,4.54,4.96,0.24,,,,
7334194,Élysée,48.87898497496502,2.32601227651458,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,2,0,0,4.82,4.81,4.93,4.97,0.0,,,,
7267594,Élysée,48.87433,2.29977,1,,2,3,46,4,1.0,0,1,3,1.0,1.0,4,0,131,4.47,4.63,4.68,4.91,1.06,,,,
7395948,Élysée,48.87955,2.31876,1,,2,3,0,0,1.0,0,1,6,2.0,1.0,365,0,4,4.75,4.25,5.0,5.0,0.03,,,,
7398532,Élysée,48.87865,2.32633,1,,2,3,1,4,1.0,0,1,2,1.0,1.0,3,1,210,4.87,4.91,4.98,4.89,1.72,,,,
7457368,Élysée,48.87392,2.31482,1,,2,3,364,1,0.0,0,1,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
7560324,Élysée,48.87677,2.3256,1,,2,3,0,0,1.0,0,0,4,2.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
7644798,Élysée,48.87931,2.3041,2,,2,3,0,0,1.0,0,0,5,2.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
7658875,Élysée,48.8813651335088,2.316862365071672,1,,2,3,306,2,0.9,0,1,2,1.0,1.0,6,0,15,4.87,4.8,4.87,5.0,0.15,,,,
7599950,Élysée,48.87784,2.31977,1,,2,3,7,4,1.0,0,1,1,1.0,1.0,2,0,590,4.4,4.41,4.83,4.83,4.89,,,,
7677111,Élysée,48.87737,2.31728,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
7607605,Élysée,48.88215,2.32447,1,,2,3,0,0,1.0,0,1,5,2.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
7624293,Élysée,48.87008,2.31135,1,,2,3,0,0,1.0,0,0,3,1.0,1.0,365,0,2,4.5,4.5,4.5,5.0,0.02,,,,
7686703,Élysée,48.86692,2.32358,2,,2,3,0,0,1.0,0,1,3,1.0,1.0,365,0,4,4.5,4.0,4.25,5.0,0.03,,,,
7890896,Élysée,48.8691,2.31108,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
7707109,Élysée,48.87315,2.32042,68,,2,3,324,4,0.99,0,1,4,1.0,1.0,30,1,83,4.58,4.28,4.48,4.88,0.7,,,,
7869412,Élysée,48.88019,2.32407,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
8097866,Élysée,48.87986,2.31654,1,,2,3,230,4,1.0,0,1,4,1.0,1.0,1,1,318,4.76,4.69,4.85,4.91,2.63,,,,
8008610,Élysée,48.87583,2.3245,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,1,5.0,5.0,5.0,5.0,0.01,,,,
8280416,Élysée,48.87859,2.32678,1,,1,2,0,0,1.0,0,1,2,1.0,1.0,1,0,1,5.0,5.0,5.0,5.0,0.01,,,,
8143461,Élysée,48.87493,2.32014,102,,2,3,338,2,0.53,0,1,5,2.0,1.0,30,0,16,4.5,3.94,4.5,4.94,0.15,,,,
8356404,Élysée,48.872501373291016,2.309398889541626,1,,2,3,279,0,1.0,0,1,5,2.0,1.0,4,0,28,4.71,4.93,4.81,4.89,0.26,,,,
8626791,Élysée,48.87676,2.32204,1,,1,2,362,2,1.0,0,1,1,1.0,1.0,5,0,64,4.8,4.88,4.88,4.92,0.56,,,,
8747930,Élysée,48.8725,2.31073,1,,2,3,0,0,1.0,0,0,4,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
9003857,Élysée,48.87584,2.29853,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
8929766,Élysée,48.88203,2.32297,1,,2,3,0,0,1.0,0,0,4,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
8978922,Élysée,48.87253,2.31359,74,,2,3,45,2,0.58,0,1,4,1.0,1.0,30,0,3,4.0,4.67,2.67,5.0,0.03,,,,
9093970,Élysée,48.87916,2.32104,1,,2,2,0,4,1.0,0,1,1,1.0,1.0,2,1,313,4.91,4.97,4.95,4.95,2.62,,,,
9100637,Élysée,48.87185,2.30378,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,30,0,55,4.95,4.94,4.93,4.98,0.46,,,,
9164152,Élysée,48.87801,2.29926,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,365,0,3,5.0,5.0,5.0,5.0,0.03,,,,
9191486,Élysée,48.87658,2.29821,1,,2,3,254,0,1.0,0,1,2,1.0,1.0,7,0,20,4.9,4.95,4.95,4.94,0.17,,,,
9323943,Élysée,48.88195,2.32642,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
9521230,Élysée,48.87703,2.31582,1,,2,3,73,4,1.0,0,1,2,1.0,1.0,5,0,12,5.0,4.67,4.92,4.92,0.18,,,,
9835653,Élysée,48.87764,2.30198,1,,2,3,0,0,1.0,0,0,4,2.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
9850431,Élysée,48.8701,2.29984,41,,2,3,65,4,0.99,0,1,3,1.0,1.0,2,0,51,4.75,4.78,4.94,4.94,0.47,,,,
9628436,Élysée,48.87422,2.29602,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,365,0,2,4.0,3.5,5.0,5.0,0.02,,,,
9884091,Élysée,48.86555,2.30459,1,,2,3,0,0,1.0,0,0,4,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
9786323,Élysée,48.87613,2.32319,1,,2,3,0,0,1.0,0,1,4,1.0,1.0,2,0,17,4.76,4.76,4.94,5.0,0.19,,,,
9952351,Élysée,48.87241,2.31241,1,,2,3,0,0,1.0,0,0,4,1.0,1.0,365,0,62,4.69,4.63,4.77,4.85,0.52,,,,
10308241,Élysée,48.87229,2.31261,1,,2,3,0,0,1.0,0,0,3,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
10315266,Élysée,48.878920520839074,2.3207474074629912,1,,2,3,243,4,0.9,1,1,6,3.0,1.0,1,0,12,4.67,4.67,4.67,5.0,0.5,,,,
9990052,Élysée,48.87096,2.30338,2,,2,3,269,4,1.0,1,1,2,1.0,1.0,2,1,455,4.57,4.55,4.84,4.97,3.87,,,,
10330977,Élysée,48.87192,2.30285,1,,2,3,363,4,1.0,0,1,2,1.0,1.0,1,0,26,4.62,4.69,4.73,5.0,0.23,,,,
10007224,Élysée,48.87145,2.32069,1,,2,3,0,0,1.0,0,1,7,4.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
10009143,Élysée,48.87481,2.3159,1,,2,3,315,0,1.0,1,1,2,2.0,1.0,30,0,18,5.0,4.94,5.0,4.89,0.17,,,,
10177415,Élysée,48.87385,2.29991,1,,2,3,334,4,1.0,1,1,3,1.0,1.0,2,0,188,4.74,4.66,4.87,4.95,1.67,,,,
10187638,Élysée,48.87618,2.319,1,,2,3,0,0,1.0,0,0,6,4.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
10049291,Élysée,48.87178,2.30671,141,,2,3,152,4,1.0,0,1,9,4.0,1.0,2,1,96,4.02,4.27,4.29,4.47,0.83,,,,
10461161,Élysée,48.86915,2.30256,1,,2,3,0,1,0.2,0,1,4,2.0,1.0,2,0,14,4.64,4.14,5.0,4.92,0.12,,,,
10266213,Élysée,48.88133,2.32577,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,365,0,2,5.0,5.0,5.0,5.0,0.02,,,,
10534837,Élysée,48.87067,2.30114,1,,1,2,231,4,1.0,1,1,2,1.0,1.0,1,1,183,4.84,4.86,4.91,4.98,1.68,,,,
10777269,Élysée,48.87508,2.30891,1,,1,2,0,0,1.0,0,1,2,1.0,1.0,1,0,300,4.48,4.62,4.82,4.88,2.58,,,,
10640909,Élysée,48.88072,2.32231,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
10930100,Élysée,48.86967,2.32312,6,,2,3,269,3,0.67,1,1,2,2.0,1.0,84,0,13,4.15,4.38,4.31,4.85,0.12,,,,
11076926,Élysée,48.87358,2.31128,1,,2,2,253,4,1.0,0,1,1,1.0,1.0,9,0,146,4.72,4.78,4.83,4.96,1.25,,,,
11195250,Élysée,48.87439,2.30463,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,365,0,0,4.82,4.81,4.93,4.97,0.0,,,,
11254840,Élysée,48.88294,2.32491,2,,2,3,0,0,1.0,0,1,4,2.0,1.0,365,0,20,5.0,4.95,5.0,4.88,0.17,,,,
11436236,Élysée,48.86992,2.3024,2,,2,3,243,4,1.0,1,1,2,1.0,1.0,2,1,499,4.66,4.67,4.88,4.97,4.33,,,,
11559006,Élysée,48.87225,2.31247,1,,2,3,74,2,0.67,0,1,2,1.0,1.0,6,0,23,4.96,4.91,4.91,5.0,0.22,,,,
11450917,Élysée,48.87678,2.2994,2,,2,3,336,4,1.0,0,1,1,1.0,1.0,3,0,140,4.74,4.69,4.94,4.95,1.25,,,,
12086068,Élysée,48.87292,2.31699,1,,2,3,56,0,1.0,0,1,2,1.0,1.0,7,0,46,4.67,4.63,4.96,4.95,0.4,,,,
12087891,Élysée,48.88031,2.32694,1,,2,3,167,3,1.0,0,1,6,3.0,1.0,2,0,54,4.83,4.89,4.91,4.85,0.48,,,,
11895850,Élysée,48.86921,2.29974,2,,2,3,241,1,0.25,0,1,2,1.0,1.0,180,0,7,4.86,5.0,5.0,5.0,0.06,,,,
