id,neighbourhood_cleansed,latitude,longitude,calculated_host_listings_count,price,property_type,room_type,availability_365,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,instant_bookable,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,reviews_per_month,Standardization_Category,Standardization_Score,Neighborhood_Category,Neighborhood_Impact
50114813,Élysée,48.88282,2.32658,1,,2,3,0,4,1.0,0,1,2,1.0,1.0,4,0,16,5.0,4.88,5.0,4.94,0.31,,,,
50316800,Élysée,48.87137,2.3088,1,,2,3,0,0,1.0,0,1,8,4.0,1.0,7,0,13,4.69,4.77,5.0,4.77,0.26,,,,
50316920,Élysée,48.88186,2.32253,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,30,0,0,4.82,4.81,4.93,4.97,0.0,,,,
50323726,Élysée,48.87240140000001,2.3259768,816,,2,3,77,2,0.87,0,1,2,1.0,1.0,31,1,0,4.82,4.81,4.93,4.97,0.0,,,,
50325789,Élysée,48.87575,2.29986,1,,2,3,0,0,1.0,0,1,1,1.0,1.0,4,0,7,4.57,5.0,4.43,5.0,0.16,,,,
50227110,Élysée,48.86933,2.30415,2,,2,3,272,1,0.25,0,1,3,1.0,1.0,30,0,8,4.5,4.5,4.5,4.63,0.29,,,,
50539312,Élysée,48.87252,2.2995,216,,2,3,133,4,0.98,0,1,6,3.0,1.0,1,1,33,4.82,4.91,4.88,4.94,0.65,,,,
50244284,Élysée,48.87186,2.30558,1,,2,3,243,3,1.0,1,1,4,1.0,1.0,2,0,67,4.84,4.69,4.97,4.96,1.6,,,,
50584974,Élysée,48.87461,2.29782,216,,2,3,130,4,0.98,0,1,2,1.0,1.0,1,1,4,5.0,5.0,5.0,5.0,0.1,,,,
50586393,Élysée,48.87234,2.29816,216,,2,3,163,4,0.98,0,1,5,2.0,1.0,1,1,31,4.94,4.9,4.97,4.97,0.61,,,,
50586394,Élysée,48.87464,2.2985,216,,2,3,148,4,0.98,0,1,4,1.0,1.0,1,1,9,5.0,5.0,5.0,5.0,0.18,,,,
50669580,Élysée,48.87244,2.2979,216,,2,3,143,4,0.98,0,1,5,2.0,1.0,1,1,65,4.95,4.97,4.97,4.97,1.3,,,,
50669581,Élysée,48.87393,2.29801,216,,2,3,129,4,0.98,0,1,4,1.0,1.0,1,1,9,5.0,4.89,4.89,5.0,0.2,,,,
50669582,Élysée,48.87237,2.29777,216,,2,3,126,4,0.98,0,1,4,1.0,1.0,1,1,8,4.88,4.63,5.0,5.0,0.17,,,,
50669584,Élysée,48.873,2.29978,216,,2,3,129,4,0.98,0,1,4,1.0,1.0,1,1,18,4.94,4.89,4.94,4.94,0.36,,,,
50669585,Élysée,48.87258,2.29849,216,,2,3,162,4,0.98,0,1,4,1.0,1.0,1,1,12,4.83,4.92,4.83,4.92,0.25,,,,
50669586,Élysée,48.8727,2.29783,216,,2,3,155,4,0.98,0,1,4,1.0,1.0,1,1,12,5.0,5.0,5.0,5.0,0.24,,,,
50669587,Élysée,48.87424,2.29813,216,,2,3,151,4,0.98,0,1,4,1.0,1.0,1,1,46,5.0,5.0,4.98,5.0,0.92,,,,
50669588,Élysée,48.87255,2.29784,216,,2,3,147,4,0.98,0,1,4,1.0,1.0,1,1,39,4.95,5.0,4.92,5.0,0.78,,,,
50669589,Élysée,48.87252,2.29791,216,,2,3,129,4,0.98,0,1,4,1.0,1.0,1,1,70,4.93,4.99,4.93,4.99,1.38,,,,
50586396,Élysée,48.87438,2.29796,216,,2,3,127,4,0.98,0,1,4,1.0,1.0,1,1,3,5.0,5.0,5.0,5.0,0.07,,,,
50586397,Élysée,48.87255,2.29855,216,,2,3,116,4,0.98,0,1,4,1.0,1.0,1,1,31,4.9,5.0,4.94,4.9,0.67,,,,
50587634,Élysée,48.87463,2.29938,216,,2,3,145,4,0.98,0,1,4,1.0,1.0,1,1,4,5.0,5.0,5.0,5.0,0.08,,,,
50588644,Élysée,48.86633,2.3027,7,,2,3,0,0,1.0,0,1,4,2.0,1.0,4,0,33,4.85,4.88,5.0,5.0,0.67,,,,
50588801,Élysée,48.87442,2.298,216,,2,3,150,4,0.98,0,1,5,2.0,1.0,1,1,24,4.96,4.96,5.0,5.0,0.47,,,,
50689000,Élysée,48.87462490000001,2.3083318,816,,2,3,183,2,0.87,0,1,2,1.0,1.0,90,1,0,4.82,4.81,4.93,4.97,0.0,,,,
50631256,Élysée,48.88112,2.31927,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,30,0,4,4.0,3.5,4.25,4.5,0.08,,,,
50633646,Élysée,48.87073,2.30119,170,,2,3,193,4,0.95,0,1,5,2.0,1.0,3,0,67,4.55,4.34,4.67,4.9,1.32,,,,
50873378,Élysée,48.87595,2.31672,1,,2,3,337,2,1.0,0,1,7,3.0,1.0,4,0,8,5.0,5.0,5.0,5.0,0.24,,,,
50891362,Élysée,48.8787601166138,2.315482193866928,2,,2,3,109,4,1.0,1,1,8,3.0,1.0,3,1,158,4.82,4.91,4.85,4.9,3.13,,,,
50724909,Élysée,48.87678,2.32656,1,,2,3,0,0,1.0,0,0,2,1.0,1.0,6,0,13,4.77,4.77,4.92,4.92,0.26,,,,
50825695,Élysée,48.871829986572266,2.301748037338257,45,,2,3,317,0,1.0,0,1,2,1.0,1.0,2,0,143,4.82,4.66,4.87,4.99,3.46,,,,
50929468,Élysée,48.87938139999999,2.3148667,816,,2,3,236,2,0.87,0,1,2,1.0,1.0,31,1,2,1.5,3.0,4.0,4.5,0.05,,,,
50929627,Élysée,48.8718111,2.3116167,816,,2,3,44,2,0.87,0,1,2,1.0,1.0,31,1,3,4.33,5.0,3.67,4.67,0.07,,,,
50950812,Élysée,48.87940216064453,2.3247148990631104,2,,2,3,0,4,0.93,1,1,2,1.0,1.0,3,0,32,4.78,4.72,4.69,4.91,0.66,,,,
50841941,Élysée,48.87012,2.30975,1,,2,3,311,2,0.89,0,1,6,3.0,1.0,3,0,49,4.82,4.88,4.51,4.98,0.98,,,,
50841970,Élysée,48.87445,2.29804,216,,2,3,148,4,0.98,0,1,2,1.0,1.0,1,1,24,4.79,4.96,4.88,4.83,0.51,,,,
50860540,Élysée,48.87918,2.31522,1,,2,3,0,3,1.0,0,1,8,4.0,1.0,3,0,1,5.0,5.0,5.0,5.0,0.05,,,,
50864901,Élysée,48.88127839905642,2.323792408720854,1,,2,3,227,4,1.0,1,1,2,1.0,1.0,2,0,37,4.86,4.92,4.97,4.81,1.79,,,,
50870648,Élysée,48.87417,2.30001,216,,2,3,121,4,0.98,0,1,2,1.0,1.0,1,1,51,4.94,4.94,4.9,4.9,1.03,,,,
50975353,Élysée,48.86968,2.30485,1,,2,3,322,0,1.0,0,1,4,1.0,1.0,4,0,42,4.74,4.52,4.9,4.98,1.09,,,,
51052578,Élysée,48.88053,2.32631,19,,2,3,194,4,0.98,0,1,2,1.0,1.0,1,1,229,4.44,4.66,4.68,4.76,4.59,,,,
51184645,Élysée,48.87277,2.32411,7,,3,2,354,4,1.0,0,1,4,2.0,1.0,1,1,4,4.5,4.5,4.75,5.0,0.08,,,,
50998369,Élysée,48.87081,2.31059,7,,2,3,24,4,1.0,0,1,2,1.0,1.0,30,0,22,4.86,4.91,4.95,4.91,0.46,,,,
51012299,Élysée,48.86694,2.30276,1,,2,3,339,4,1.0,0,1,3,1.0,1.0,30,1,14,4.43,4.36,4.57,4.57,0.3,,,,
51297160,Élysée,48.87585,2.30567,3,,2,3,42,4,1.0,1,1,6,3.0,1.0,7,0,2,5.0,5.0,5.0,5.0,0.04,,,,
51220692,Élysée,48.86647,2.29963,2,,2,3,4,4,1.0,1,1,3,1.0,1.0,5,1,217,4.92,4.93,4.99,4.99,4.78,,,,
51275580,Élysée,48.87826,2.29939,1,,2,3,27,4,1.0,0,1,2,1.0,1.0,3,0,25,4.44,4.04,4.92,4.96,0.5,,,,
51426240,Élysée,48.87253,2.30361,27,,3,2,304,4,1.0,0,1,2,1.0,1.0,1,1,2,4.5,5.0,5.0,4.5,0.05,,,,
51426246,Élysée,48.87265,2.30141,27,,3,2,324,4,1.0,0,1,2,1.0,1.0,1,1,78,4.74,4.74,4.86,4.94,1.74,,,,
51426411,Élysée,48.87472,2.30155,27,,3,2,6,4,1.0,0,1,1,1.0,1.0,1,1,12,4.92,4.92,4.75,5.0,0.3,,,,
51427221,Élysée,48.87248,2.30152,27,,3,2,330,4,1.0,0,1,2,1.0,1.0,1,1,37,4.68,4.57,4.68,4.89,0.89,,,,
51424556,Élysée,48.87283,2.30324,27,,3,2,203,4,1.0,0,1,2,1.0,1.0,1,1,11,4.91,5.0,4.91,5.0,0.74,,,,
51425526,Élysée,48.87454,2.30137,27,,3,2,188,4,1.0,0,1,3,1.0,1.0,1,1,2,4.5,5.0,5.0,5.0,0.05,,,,
51425816,Élysée,48.87239,2.30195,27,,3,2,334,4,1.0,0,1,3,1.0,1.0,1,1,3,5.0,4.33,5.0,5.0,0.06,,,,
51487311,Élysée,48.87448,2.30363,27,,3,2,281,4,1.0,0,1,2,1.0,1.0,1,1,1,5.0,5.0,5.0,5.0,0.03,,,,
51864795,Élysée,48.872921,2.309453,3,,2,3,333,4,1.0,1,1,6,3.0,1.0,1,0,110,4.85,4.88,4.82,4.95,2.3,,,,
51867525,Élysée,48.872807,2.309499,3,,2,3,319,4,1.0,1,1,6,2.0,1.0,1,0,120,4.91,4.96,4.94,4.9,2.47,,,,
51976187,Élysée,48.87985,2.32496,19,,2,3,124,4,0.98,0,1,4,1.0,1.0,1,1,215,4.44,4.66,4.57,4.84,4.45,,,,
52092593,Élysée,48.87046,2.30312,1,,2,3,83,1,0.0,0,1,4,1.0,1.0,1,0,28,4.79,4.57,4.86,4.89,0.58,,,,
52020773,Élysée,48.88075,2.32565,19,,2,3,214,4,0.98,0,1,2,1.0,1.0,1,1,182,4.26,4.6,4.59,4.76,3.86,,,,
52045346,Élysée,48.8720513907815,2.309088577924107,2,,2,3,353,4,1.0,1,1,6,4.0,1.0,30,0,4,5.0,5.0,5.0,5.0,0.16,,,,
52119386,Élysée,48.88197,2.32169,1,,2,3,254,0,1.0,0,1,3,1.0,1.0,1,0,8,4.0,3.25,4.75,4.63,0.21,,,,
52158439,Élysée,48.87172,2.32465,90,,2,3,287,2,0.74,0,1,4,1.0,1.0,30,0,10,4.3,4.1,4.0,4.6,0.21,,,,
52295040,Élysée,48.87523,2.30761,170,,2,3,0,4,0.95,0,1,4,2.0,1.0,3,0,6,4.67,4.67,4.5,5.0,0.13,,,,
52302713,Élysée,48.87927,2.31439,1,,2,2,134,3,1.0,0,1,2,1.0,1.0,2,0,29,4.9,4.55,4.93,5.0,0.61,,,,
52312570,Élysée,48.8707021991818,2.3171030719046977,6,,2,3,156,0,1.0,0,1,4,2.0,1.0,4,0,185,4.73,4.66,4.87,4.9,3.91,,,,
52484092,Élysée,48.86465,2.30504,130,,2,3,160,2,0.58,0,0,4,1.0,1.0,30,0,0,4.82,4.81,4.93,4.97,0.0,,,,
52187330,Élysée,48.88235,2.32497,1,,1,2,287,4,0.83,0,1,1,1.0,1.0,7,1,54,4.8,4.78,4.72,4.76,1.11,,,,
52527045,Élysée,48.87205,2.30741,1,,2,3,0,0,1.0,0,1,4,1.0,1.0,2,1,7,4.57,4.71,4.57,5.0,0.15,,,,
52611091,Élysée,48.86704,2.29995,68,,2,3,158,2,0.65,0,1,3,1.0,1.0,28,0,14,4.43,3.93,4.29,5.0,0.29,,,,
52398023,Élysée,48.8767672,2.3180898,816,,2,3,183,2,0.87,0,1,4,2.0,1.0,31,1,1,5.0,5.0,5.0,5.0,0.04,,,,
52667937,Élysée,48.8729,2.3198,74,,2,3,143,2,0.58,0,1,2,1.0,1.0,30,0,0,4.82,4.81,4.93,4.97,0.0,,,,
52733392,Élysée,48.87654,2.3222,2,,2,3,198,4,1.0,0,1,2,1.0,1.0,4,0,91,4.86,4.6,4.92,4.95,2.82,,,,
52932109,Élysée,48.88157,2.32084,74,,2,3,0,2,0.58,0,1,2,1.0,1.0,30,0,4,4.5,4.75,4.5,4.75,0.09,,,,
52734379,Élysée,48.8756302,2.3215292,2,,2,3,208,4,1.0,0,1,2,1.0,1.0,4,0,80,4.7,4.66,4.98,4.95,2.74,,,,
52847450,Élysée,48.87265,2.307554,4,,3,2,346,0,1.0,0,1,2,1.0,1.0,1,1,0,4.82,4.81,4.93,4.97,0.0,,,,
52867429,Élysée,48.8664514,2.3058116,816,,2,3,82,2,0.87,0,1,2,1.0,1.0,31,1,2,3.5,4.0,3.5,5.0,0.06,,,,
52979478,Élysée,48.87816249999999,2.2993451,816,,2,3,0,2,0.87,0,1,4,2.0,1.0,90,1,0,4.82,4.81,4.93,4.97,0.0,,,,
52980501,Élysée,48.87216,2.30859,1,,2,3,303,4,1.0,0,1,2,1.0,1.0,1,0,80,4.83,4.86,4.91,4.97,1.78,,,,
52873137,Élysée,48.881901,2.322164,1,,3,2,0,0,1.0,0,1,3,1.0,1.0,1,1,16,4.31,4.19,4.25,4.69,0.36,,,,
53133307,Élysée,48.86802,2.30097,1,,2,3,90,3,1.0,0,1,5,2.0,1.0,3,0,15,4.87,4.67,4.93,5.0,0.32,,,,
53247344,Élysée,48.874657,2.304288,2,,1,2,106,3,0.8,0,1,2,1.0,1.0,4,0,63,4.84,4.68,4.87,4.94,1.47,,,,
53063280,Élysée,48.869,2.30702,72,,2,3,170,4,1.0,1,1,2,1.0,1.0,30,1,10,4.8,4.6,5.0,4.9,0.23,,,,
53285560,Élysée,48.87763,2.31348,141,,2,3,185,4,1.0,0,1,6,2.0,1.0,2,1,43,4.47,4.74,4.6,4.7,0.97,,,,
53211817,Élysée,48.87214,2.30265,1,,2,3,318,4,1.0,0,1,4,1.0,1.0,1,1,117,4.74,4.78,4.79,4.95,2.52,,,,
53285892,Élysée,48.86686,2.30383,141,,2,3,26,4,1.0,0,1,8,4.0,1.0,2,1,18,4.17,4.22,3.89,4.89,0.41,,,,
53380893,Élysée,48.87825,2.30115,1,,2,3,13,4,1.0,1,1,4,2.0,1.0,4,0,64,4.98,4.92,4.97,4.94,1.53,,,,
53541758,Élysée,48.869678,2.301816,1,,2,3,364,4,1.0,0,1,5,2.0,1.0,30,1,3,4.67,4.67,5.0,5.0,0.07,,,,
53394821,Élysée,48.879,2.322,370,,2,3,363,4,1.0,0,1,6,3.0,1.0,3,1,1,5.0,4.0,5.0,5.0,0.04,,,,
53397381,Élysée,48.88153,2.32212,11,,3,2,242,4,0.87,1,1,4,2.0,1.0,1,1,26,4.88,4.77,4.77,4.81,0.56,,,,
53360600,Élysée,48.87395,2.31512,1,,2,3,86,4,1.0,1,1,4,1.0,1.0,2,0,51,4.88,4.92,5.0,4.98,1.69,,,,
53437645,Élysée,48.87811,2.31531,2,,2,3,364,0,1.0,0,1,4,1.0,1.0,300,0,49,4.51,4.78,4.43,4.84,1.07,,,,
53437661,Élysée,48.87614,2.31617,2,,2,3,364,0,1.0,0,1,4,1.0,1.0,300,0,86,4.53,4.71,4.59,4.69,1.86,,,,
53581369,Élysée,48.87547,2.2977,9,,2,3,18,4,0.8,1,1,2,1.0,1.0,2,1,3,5.0,4.67,5.0,5.0,0.07,,,,
53661721,Élysée,48.87152643697599,2.303380519151688,3,,2,3,320,4,0.9,1,1,4,1.0,1.0,1,0,127,4.93,4.8,4.99,4.98,2.83,,,,
53600755,Élysée,48.88006,2.3263,19,,2,3,204,4,0.98,0,1,6,2.0,1.0,1,1,230,4.4,4.52,4.6,4.84,5.11,,,,
53696088,Élysée,48.87695,2.29912,2,,2,3,256,4,1.0,1,1,2,1.0,1.0,30,0,13,4.92,4.85,5.0,5.0,0.31,,,,
53962502,Élysée,48.88113,2.32576,19,,2,3,198,4,0.98,0,1,4,1.0,1.0,1,1,173,4.46,4.6,4.68,4.77,3.85,,,,
53754624,Élysée,48.87162399291992,2.3044090270996094,9,,2,3,17,4,0.8,1,1,4,1.0,1.0,2,1,5,4.8,5.0,5.0,5.0,0.12,,,,
54119165,Élysée,48.87961,2.32219,1,,2,3,0,0,1.0,0,1,4,1.0,1.0,15,0,5,5.0,4.4,5.0,5.0,0.12,,,,
53847371,Élysée,48.87086,2.31852,1,,2,3,281,3,0.9,1,1,6,3.0,1.0,2,0,32,4.94,5.0,5.0,5.0,0.71,,,,
54010330,Élysée,48.87639,2.32665,141,,2,3,155,4,1.0,0,1,6,3.0,1.0,2,1,27,4.44,4.37,4.44,4.48,0.62,,,,
53859164,Élysée,48.87265,2.307554,4,,3,2,342,0,1.0,0,1,2,1.0,1.0,1,1,0,4.82,4.81,4.93,4.97,0.0,,,,
54138395,Élysée,48.87979,2.32348,25,,2,3,118,4,1.0,1,1,4,2.0,1.0,3,1,71,4.72,4.8,4.76,4.9,1.63,,,,
54015710,Élysée,48.8641,2.30409,2,,2,3,365,3,0.86,0,1,6,3.0,1.0,3,0,42,4.33,4.29,4.52,4.81,0.94,,,,
53862997,Élysée,48.88185,2.32238,41,,2,3,100,4,0.99,0,1,2,1.0,1.0,2,0,37,4.62,4.78,4.7,4.68,0.82,,,,
54154280,Élysée,48.87265,2.307554,4,,3,2,348,0,1.0,0,1,2,1.0,1.0,1,1,0,4.82,4.81,4.93,4.97,0.0,,,,
54154430,Élysée,48.87265,2.307554,4,,3,2,312,0,1.0,0,1,4,2.0,1.0,1,1,0,4.82,4.81,4.93,4.97,0.0,,,,
54182401,Élysée,48.87051,2.30718,1,,2,3,0,0,1.0,1,1,5,2.0,1.0,2,0,15,5.0,4.67,5.0,4.73,1.86,,,,
54203417,Élysée,48.87767,2.32108,2,,2,3,228,3,1.0,1,1,2,1.0,1.0,60,0,5,4.6,4.6,4.2,5.0,0.13,,,,
54349151,Élysée,48.87366,2.309,147,,2,3,202,2,0.88,0,1,4,1.0,1.0,30,0,1,2.0,2.0,4.0,5.0,0.02,,,,
54349174,Élysée,48.8726,2.30355,147,,2,3,147,2,0.88,0,1,4,1.0,1.0,30,1,0,4.82,4.81,4.93,4.97,0.0,,,,
54349307,Élysée,48.87811,2.32531,147,,2,3,128,2,0.88,0,1,4,5.0,1.0,30,0,0,4.82,4.81,4.93,4.97,0.0,,,,
54349372,Élysée,48.88202,2.32476,147,,2,3,196,2,0.88,0,1,4,2.0,1.0,30,0,0,4.82,4.81,4.93,4.97,0.0,,,,
537911236635650631,Élysée,48.86665,2.30553,2,,2,3,296,3,1.0,1,1,2,1.0,1.0,30,0,10,4.9,4.7,4.9,5.0,0.23,,,,
54377619,Élysée,48.87223,2.30721,147,,2,3,170,2,0.88,0,1,4,5.0,1.0,30,0,0,4.82,4.81,4.93,4.97,0.0,,,,
54403819,Élysée,48.87128,2.30548,1,,2,3,329,3,1.0,0,1,4,2.0,1.0,30,0,7,5.0,5.0,5.0,5.0,0.2,,,,
544689154599380412,Élysée,48.8773838,2.298753,816,,2,3,167,2,0.87,0,1,2,1.0,1.0,31,1,0,4.82,4.81,4.93,4.97,0.0,,,,
546802174083939186,Élysée,48.8712272644043,2.307744026184082,213,,2,3,268,4,0.99,0,1,2,1.0,1.0,1,1,61,4.75,4.8,4.89,4.97,1.44,,,,
557003420895976573,Élysée,48.87614,2.31825,72,,2,3,115,4,1.0,1,1,2,1.0,1.0,30,1,12,4.83,4.83,4.92,5.0,0.28,,,,
553367653211973652,Élysée,48.8795,2.31708,24,,2,3,271,4,1.0,1,1,2,1.0,1.0,30,1,12,4.75,4.92,4.83,4.83,0.28,,,,
554056297721156952,Élysée,48.86746,2.30442,2,,2,3,0,0,1.0,0,0,2,1.0,1.0,30,0,1,5.0,5.0,5.0,5.0,0.02,,,,
557666965527815701,Élysée,48.87506,2.30772,1,,2,3,98,4,1.0,1,1,2,1.0,1.0,3,0,105,4.96,4.93,4.99,4.96,2.46,,,,
548982981921835287,Élysée,48.8769918,2.3055915,816,,2,3,314,2,0.87,0,1,2,1.0,1.0,90,1,1,5.0,5.0,5.0,5.0,0.02,,,,
549052512511151140,Élysée,48.88219,2.3222,11,,3,2,198,4,0.87,1,1,4,1.0,1.0,1,1,5,5.0,5.0,4.8,4.8,0.11,,,,
555524661246894300,Élysée,48.88066,2.31962,1,,2,3,220,2,1.0,0,1,2,1.0,1.0,2,0,89,4.91,4.98,4.94,4.85,2.04,,,,
549688038849272914,Élysée,48.8762706,2.3223015,816,,2,3,353,2,0.87,0,1,2,1.0,1.0,31,1,0,4.82,4.81,4.93,4.97,0.0,,,,
562789490133248681,Élysée,48.88163,2.32522,1,,2,3,20,4,1.0,1,1,2,1.0,1.0,2,0,39,4.85,4.82,4.97,4.97,0.91,,,,
562908323845309613,Élysée,48.87213380098752,2.3171524871689995,6,,2,3,156,0,1.0,0,1,4,2.0,1.0,2,0,164,4.77,4.63,4.84,4.9,3.93,,,,
560034382465427800,Élysée,48.87014389038086,2.3108038902282715,8,,2,3,86,4,1.0,1,1,2,1.0,1.0,30,1,11,4.91,5.0,5.0,4.91,0.25,,,,
567270003568711651,Élysée,48.87074,2.30552,3,,2,3,255,4,0.9,1,1,3,1.0,1.0,1,0,2,5.0,5.0,5.0,5.0,0.05,,,,
567749322286572095,Élysée,48.87355,2.30655,2,,3,2,111,0,1.0,0,1,2,1.0,1.0,1,1,1,5.0,5.0,5.0,5.0,0.03,,,,
572171632862002472,Élysée,48.871716,2.326181,6,,3,2,0,1,0.0,0,0,2,1.0,1.0,1,1,1,4.0,5.0,4.0,5.0,0.03,,,,
572178914113188935,Élysée,48.871716,2.326181,6,,3,2,0,1,0.0,0,0,2,1.0,1.0,1,1,2,4.5,4.5,4.5,4.5,0.09,,,,
572183682320481308,Élysée,48.871716,2.326181,6,,3,2,0,1,0.0,0,0,2,1.0,1.0,1,1,1,5.0,5.0,5.0,5.0,0.04,,,,
572187223283589501,Élysée,48.871716,2.326181,6,,3,2,0,1,0.0,0,0,2,1.0,1.0,1,1,1,5.0,5.0,5.0,5.0,0.04,,,,
572190865843763174,Élysée,48.871716,2.326181,6,,3,2,0,1,0.0,0,0,2,1.0,1.0,1,1,0,4.82,4.81,4.93,4.97,0.0,,,,
568123020306704686,Élysée,48.8742208,2.3076908,1,,2,3,0,3,1.0,1,1,6,2.0,1.0,2,1,11,4.55,4.55,4.64,5.0,2.5,,,,
564890107878241104,Élysée,48.8736,2.3068,2,,3,2,111,0,1.0,0,1,2,1.0,1.0,1,1,0,4.82,4.81,4.93,4.97,0.0,,,,
572902783413603793,Élysée,48.87236,2.31105,1,,2,3,227,4,0.9,0,1,6,3.0,1.0,3,1,34,4.62,4.85,4.47,4.94,0.81,,,,
565095645322286011,Élysée,48.87307,2.3263,1,,2,3,319,4,1.0,1,1,3,1.0,1.0,3,0,129,4.91,4.84,4.92,4.95,3.06,,,,
569960394887398431,Élysée,48.88147613800413,2.31919169227441,1,,2,3,1,4,1.0,0,1,2,1.0,1.0,3,0,3,5.0,5.0,5.0,5.0,0.27,,,,
570410754764554083,Élysée,48.87181,2.31606,1,,2,3,257,0,1.0,0,1,4,2.0,1.0,2,0,11,4.73,4.64,5.0,4.91,0.28,,,,
575136553861098003,Élysée,48.87182,2.30135,191,,2,3,332,4,0.99,0,1,4,1.0,1.0,3,1,110,4.41,4.36,4.55,4.82,2.59,,,,
571760104790972356,Élysée,48.88029,2.31724,1,,2,3,78,3,1.0,0,1,2,1.0,1.0,2,0,8,4.75,4.38,4.75,4.75,0.23,,,,
576653956457056389,Élysée,48.87083,2.30321,4,,2,3,328,4,1.0,1,1,2,1.0,1.0,3,1,75,4.99,4.91,5.0,4.97,1.78,,,,
578776975207497479,Élysée,48.8712,2.32171,147,,2,3,144,2,0.88,0,1,4,1.0,1.0,30,0,1,4.0,4.0,3.0,4.0,0.03,,,,
579008795016151227,Élysée,48.873711,2.297498,63,,2,3,211,3,0.97,0,1,2,1.0,1.0,30,1,6,3.5,3.0,3.5,4.17,0.16,,,,
582339864607604447,Élysée,48.87057,2.30506,8,,2,3,198,4,1.0,0,1,6,3.0,1.0,2,1,85,4.41,4.66,4.58,4.84,2.0,,,,
579440595491945647,Élysée,48.87240140000001,2.3259768,816,,2,3,12,2,0.87,0,1,4,2.0,1.0,90,1,0,4.82,4.81,4.93,4.97,0.0,,,,
579608614231778339,Élysée,48.876657588684665,2.3065039196756114,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,3,0,2,5.0,5.0,5.0,5.0,0.12,,,,
579682727934965644,Élysée,48.86875,2.30576,1,,3,2,205,0,1.0,0,1,4,1.0,1.0,1,1,0,4.82,4.81,4.93,4.97,0.0,,,,
586820414438980738,Élysée,48.87863,2.32647,19,,2,3,200,4,0.98,0,1,2,1.0,1.0,1,1,136,4.29,4.65,4.59,4.74,3.24,,,,
587413646189914392,Élysée,48.87123199999999,2.304344,816,,2,3,50,2,0.87,0,1,2,1.0,1.0,31,1,5,5.0,5.0,5.0,5.0,0.18,,,,
587703105378843795,Élysée,48.88101,2.32172,1,,2,3,0,0,1.0,0,1,2,1.0,1.0,3,0,33,4.79,4.45,4.85,4.91,0.83,,,,
587749873623206933,Élysée,48.87352,2.31413,1,,2,3,0,2,0.86,1,1,4,2.0,1.0,2,0,29,4.72,4.31,4.79,4.86,0.68,,,,
590967392647940686,Élysée,48.87752,2.31353,2,,2,3,0,0,1.0,0,1,2,1.0,1.0,30,0,0,4.82,4.81,4.93,4.97,0.0,,,,
585351531933912781,Élysée,48.871483,2.310613,8,,2,3,159,2,0.87,0,1,4,1.0,1.0,3,0,138,4.64,4.63,4.69,4.95,3.43,,,,
594085327971871480,Élysée,48.87244,2.32373,1,,2,3,7,3,1.0,0,0,4,1.0,1.0,12,0,44,4.66,4.55,4.86,4.95,1.06,,,,
594179991671724995,Élysée,48.88135,2.32503,1,,2,3,0,0,1.0,0,1,4,2.0,1.0,3,0,15,5.0,4.93,5.0,5.0,0.42,,,,
594472545867051694,Élysée,48.87259,2.30336,4,,2,3,288,4,1.0,1,1,4,2.0,1.0,3,0,70,4.97,4.91,4.99,4.99,1.7,,,,
591901076019570859,Élysée,48.88202,2.3234,1,,2,3,0,0,1.0,1,1,2,1.0,1.0,2,0,27,4.93,4.78,4.89,4.96,0.72,,,,
595297179397840943,Élysée,48.8724,2.29968,4,,2,3,329,4,1.0,1,1,4,1.0,1.0,1,0,285,4.82,4.77,4.82,4.97,6.86,,,,
603358803923399963,Élysée,48.87588,2.32493,2,,2,3,157,4,1.0,1,1,4,1.0,1.0,4,1,165,4.84,4.79,4.96,4.9,3.98,,,,
603470649331945460,Élysée,48.87173080444336,2.3016679286956787,45,,2,3,309,0,1.0,0,1,2,1.0,1.0,2,0,151,4.77,4.73,4.84,4.93,3.64,,,,
603475427410256345,Élysée,48.87171936035156,2.3016469478607178,45,,2,3,330,0,1.0,0,1,2,1.0,1.0,2,0,125,4.77,4.78,4.86,4.98,3.09,,,,
603511530853226927,Élysée,48.87762,2.29872,1,,2,3,230,3,0.8,1,1,2,1.0,1.0,7,0,40,5.0,5.0,5.0,4.98,0.99,,,,
604197295774689485,Élysée,48.86534,2.31013,1,,2,3,209,4,1.0,1,1,6,1.0,1.0,2,1,243,4.89,4.83,4.95,4.95,5.85,,,,
604309922107973799,Élysée,48.87517,2.32024,1,,2,3,46,4,1.0,0,1,9,5.0,1.0,5,0,24,5.0,4.83,4.92,4.96,0.6,,,,
607805133256605141,Élysée,48.87376022338867,2.315104007720948,1,,2,3,341,3,0.7,1,1,4,2.0,1.0,2,0,21,4.81,4.57,4.9,4.86,0.51,,,,
601146978123068798,Élysée,48.86641,2.30016,1,,0,3,0,3,1.0,1,1,2,1.0,1.0,4,0,27,4.93,4.93,4.93,5.0,0.67,,,,
609106640789714412,Élysée,48.87816,2.32631,10,,2,3,286,4,1.0,1,1,8,3.0,1.0,3,1,76,4.87,4.91,4.95,4.84,1.96,,,,
